original_id 	 sent1 	 sent2 	 keyword_before 	 relation 1to2 	 pattern 	 original_label 	 original_genre 	 consistent 	 formula 	 start_ends 	 new_label 
3064	my brother and sister get up about seven-thirty every morning.	my *relative* and sister get up about seven - thirty every school day morning	brother	ent_f	[('brother+', ' < Hyper', '*'), ('INS', ['school+', 'day+'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1], [1]), ([11], [11, 12, 13])]	entailment
3064	my *younger brother* and sister get up about seven - thirty every morning	my brother and sister get up about seven-thirty every school day morning.	brother	ent_f	[('Hypo < ', 'brother+', '*'), ('INS', ['school+', 'day+'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1, 2], [1]), ([12], [11, 12, 13])]	entailment
3064	my brother and sister get up about seven-thirty every morning.	my *younger brother* and sister get up about seven - thirty every school day morning	brother	ent_r	[('brother+', ' > Hypo', '*'), ('INS', ['school+', 'day+'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([1], [1, 2]), ([11], [12, 13, 14])]	neutral
3064	my *older brother* and sister get up about seven - thirty every morning	my brother and sister get up about seven-thirty every school day morning.	brother	ent_f	[('Hypo < ', 'brother+', '*'), ('INS', ['school+', 'day+'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1, 2], [1]), ([12], [11, 12, 13])]	entailment
3064	my brother and sister get up about seven-thirty every morning.	my *older brother* and sister get up about seven - thirty every school day morning	brother	ent_r	[('brother+', ' > Hypo', '*'), ('INS', ['school+', 'day+'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([1], [1, 2]), ([11], [12, 13, 14])]	neutral
3064	my *sister* and sister get up about seven - thirty every morning	my brother and sister get up about seven-thirty every school day morning.	brother	alt	[('Alt | ', 'brother+', '*'), ('INS', ['school+', 'day+'])]	entailment	crowd:downward_monotone	True	['alt*', 'ent_r']->['alt', 'ent_f']	[([1], [1]), ([11], [11, 12, 13])]	neutral
3064	my brother and sister get up about seven-thirty every morning.	my *sister* and sister get up about seven - thirty every school day morning	brother	alt	[('brother+', 'Alt |', '*'), ('INS', ['school+', 'day+'])]	entailment	crowd:downward_monotone	True	['ent_r', 'ent_r']->['alt', 'ent_f']	[([1], [1]), ([11], [11, 12, 13])]	neutral
3064	my *mother* and sister get up about seven - thirty every morning	my brother and sister get up about seven-thirty every school day morning.	brother	alt	[('Alt | ', 'brother+', '*'), ('INS', ['school+', 'day+'])]	entailment	crowd:downward_monotone	True	['alt*', 'ent_r']->['alt', 'ent_f']	[([1], [1]), ([11], [11, 12, 13])]	neutral
3064	my brother and sister get up about seven-thirty every morning.	my *mother* and sister get up about seven - thirty every school day morning	brother	alt	[('brother+', 'Alt |', '*'), ('INS', ['school+', 'day+'])]	entailment	crowd:downward_monotone	True	['ent_r', 'ent_r']->['alt', 'ent_f']	[([1], [1]), ([11], [11, 12, 13])]	neutral
3066	my *individual* and sister get up about seven - thirty every morning	my brother and sister get up about seven-thirty every morning in the holidays.	brother	ent_r	[('Hyper > ', 'brother+', '*'), ('INS', ['in+', 'the+', 'holidays+'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([1], [1]), ([4], [13, 4, 12, 14])]	neutral
3066	my brother and sister get up about seven-thirty every morning.	my *individual* and sister get up about seven - thirty every morning in the holidays	brother	ent_f	[('brother+', ' < Hyper', '*'), ('INS', ['in+', 'the+', 'holidays+'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1], [1]), ([4], [13, 4, 12, 14])]	entailment
3066	my *somebody* and sister get up about seven - thirty every morning	my brother and sister get up about seven-thirty every morning in the holidays.	brother	ent_r	[('Hyper > ', 'brother+', '*'), ('INS', ['in+', 'the+', 'holidays+'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([1], [1]), ([4], [13, 4, 12, 14])]	neutral
3066	my brother and sister get up about seven-thirty every morning.	my *somebody* and sister get up about seven - thirty every morning in the holidays	brother	ent_f	[('brother+', ' < Hyper', '*'), ('INS', ['in+', 'the+', 'holidays+'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1], [1]), ([4], [13, 4, 12, 14])]	entailment
3066	my *relative* and sister get up about seven - thirty every morning	my brother and sister get up about seven-thirty every morning in the holidays.	brother	ent_r	[('Hyper > ', 'brother+', '*'), ('INS', ['in+', 'the+', 'holidays+'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([1], [1]), ([4], [13, 4, 12, 14])]	neutral
3066	my brother and sister get up about seven-thirty every morning.	my *relative* and sister get up about seven - thirty every morning in the holidays	brother	ent_f	[('brother+', ' < Hyper', '*'), ('INS', ['in+', 'the+', 'holidays+'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1], [1]), ([4], [13, 4, 12, 14])]	entailment
3066	my *younger brother* and sister get up about seven - thirty every morning	my brother and sister get up about seven-thirty every morning in the holidays.	brother	ent_f	[('Hypo < ', 'brother+', '*'), ('INS', ['in+', 'the+', 'holidays+'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1, 2], [1]), ([5], [13, 4, 12, 14])]	entailment
3066	my brother and sister get up about seven-thirty every morning.	my *younger brother* and sister get up about seven - thirty every morning in the holidays	brother	ent_r	[('brother+', ' > Hypo', '*'), ('INS', ['in+', 'the+', 'holidays+'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([1], [1, 2]), ([4], [14, 5, 13, 15])]	neutral
3066	my *older brother* and sister get up about seven - thirty every morning	my brother and sister get up about seven-thirty every morning in the holidays.	brother	ent_f	[('Hypo < ', 'brother+', '*'), ('INS', ['in+', 'the+', 'holidays+'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1, 2], [1]), ([5], [13, 4, 12, 14])]	entailment
3066	my brother and sister get up about seven-thirty every morning.	my *older brother* and sister get up about seven - thirty every morning in the holidays	brother	ent_r	[('brother+', ' > Hypo', '*'), ('INS', ['in+', 'the+', 'holidays+'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([1], [1, 2]), ([4], [14, 5, 13, 15])]	neutral
3066	my *sister* and sister get up about seven - thirty every morning	my brother and sister get up about seven-thirty every morning in the holidays.	brother	alt	[('Alt | ', 'brother+', '*'), ('INS', ['in+', 'the+', 'holidays+'])]	entailment	crowd:downward_monotone	True	['alt*', 'ent_r']->['alt', 'ent_f']	[([1], [1]), ([4], [13, 4, 12, 14])]	neutral
3066	my brother and sister get up about seven-thirty every morning.	my *sister* and sister get up about seven - thirty every morning in the holidays	brother	alt	[('brother+', 'Alt |', '*'), ('INS', ['in+', 'the+', 'holidays+'])]	entailment	crowd:downward_monotone	True	['ent_r', 'ent_r']->['alt', 'ent_f']	[([1], [1]), ([4], [13, 4, 12, 14])]	neutral
3066	my *mother* and sister get up about seven - thirty every morning	my brother and sister get up about seven-thirty every morning in the holidays.	brother	alt	[('Alt | ', 'brother+', '*'), ('INS', ['in+', 'the+', 'holidays+'])]	entailment	crowd:downward_monotone	True	['alt*', 'ent_r']->['alt', 'ent_f']	[([1], [1]), ([4], [13, 4, 12, 14])]	neutral
3066	my brother and sister get up about seven-thirty every morning.	my *mother* and sister get up about seven - thirty every morning in the holidays	brother	alt	[('brother+', 'Alt |', '*'), ('INS', ['in+', 'the+', 'holidays+'])]	entailment	crowd:downward_monotone	True	['ent_r', 'ent_r']->['alt', 'ent_f']	[([1], [1]), ([4], [13, 4, 12, 14])]	neutral
3067	my *individual* and sister get up about seven - thirty every morning in the holidays	my brother and sister get up about seven-thirty every morning.	brother	ent_r	[('Hyper > ', 'brother+', '*'), (['in+', 'the+', 'holidays+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_r']	[([1], [1]), ([13, 4, 12, 14], [4])]	neutral
3067	my brother and sister get up about seven-thirty every morning in the holidays.	my *individual* and sister get up about seven - thirty every morning	brother	ent_f	[('brother+', ' < Hyper', '*'), (['in+', 'the+', 'holidays+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f*', 'ent_f']->['ent_f', 'ent_r']	[([1], [1]), ([13, 4, 12, 14], [4])]	neutral
3067	my *somebody* and sister get up about seven - thirty every morning in the holidays	my brother and sister get up about seven-thirty every morning.	brother	ent_r	[('Hyper > ', 'brother+', '*'), (['in+', 'the+', 'holidays+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_r']	[([1], [1]), ([13, 4, 12, 14], [4])]	neutral
3067	my brother and sister get up about seven-thirty every morning in the holidays.	my *somebody* and sister get up about seven - thirty every morning	brother	ent_f	[('brother+', ' < Hyper', '*'), (['in+', 'the+', 'holidays+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f*', 'ent_f']->['ent_f', 'ent_r']	[([1], [1]), ([13, 4, 12, 14], [4])]	neutral
3067	my *relative* and sister get up about seven - thirty every morning in the holidays	my brother and sister get up about seven-thirty every morning.	brother	ent_r	[('Hyper > ', 'brother+', '*'), (['in+', 'the+', 'holidays+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_r']	[([1], [1]), ([13, 4, 12, 14], [4])]	neutral
3067	my brother and sister get up about seven-thirty every morning in the holidays.	my *relative* and sister get up about seven - thirty every morning	brother	ent_f	[('brother+', ' < Hyper', '*'), (['in+', 'the+', 'holidays+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f*', 'ent_f']->['ent_f', 'ent_r']	[([1], [1]), ([13, 4, 12, 14], [4])]	neutral
3067	my *younger brother* and sister get up about seven - thirty every morning in the holidays	my brother and sister get up about seven-thirty every morning.	brother	ent_f	[('Hypo < ', 'brother+', '*'), (['in+', 'the+', 'holidays+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f*', 'ent_f']->['ent_f', 'ent_r']	[([1, 2], [1]), ([14, 5, 13, 15], [4])]	neutral
3067	my brother and sister get up about seven-thirty every morning in the holidays.	my *younger brother* and sister get up about seven - thirty every morning	brother	ent_r	[('brother+', ' > Hypo', '*'), (['in+', 'the+', 'holidays+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_r']	[([1], [1, 2]), ([13, 4, 12, 14], [5])]	neutral
3067	my *older brother* and sister get up about seven - thirty every morning in the holidays	my brother and sister get up about seven-thirty every morning.	brother	ent_f	[('Hypo < ', 'brother+', '*'), (['in+', 'the+', 'holidays+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f*', 'ent_f']->['ent_f', 'ent_r']	[([1, 2], [1]), ([14, 5, 13, 15], [4])]	neutral
3067	my brother and sister get up about seven-thirty every morning in the holidays.	my *older brother* and sister get up about seven - thirty every morning	brother	ent_r	[('brother+', ' > Hypo', '*'), (['in+', 'the+', 'holidays+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_r']	[([1], [1, 2]), ([13, 4, 12, 14], [5])]	neutral
3067	my *sister* and sister get up about seven - thirty every morning in the holidays	my brother and sister get up about seven-thirty every morning.	brother	alt	[('Alt | ', 'brother+', '*'), (['in+', 'the+', 'holidays+'], 'INS')]	neutral	crowd:downward_monotone	True	['alt*', 'ent_f']->['alt', 'ent_r']	[([1], [1]), ([13, 4, 12, 14], [4])]	contradiction
3067	my brother and sister get up about seven-thirty every morning in the holidays.	my *sister* and sister get up about seven - thirty every morning	brother	alt	[('brother+', 'Alt |', '*'), (['in+', 'the+', 'holidays+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f', 'ent_f']->['alt', 'ent_r']	[([1], [1]), ([13, 4, 12, 14], [4])]	contradiction
3067	my *mother* and sister get up about seven - thirty every morning in the holidays	my brother and sister get up about seven-thirty every morning.	brother	alt	[('Alt | ', 'brother+', '*'), (['in+', 'the+', 'holidays+'], 'INS')]	neutral	crowd:downward_monotone	True	['alt*', 'ent_f']->['alt', 'ent_r']	[([1], [1]), ([13, 4, 12, 14], [4])]	contradiction
3067	my brother and sister get up about seven-thirty every morning in the holidays.	my *mother* and sister get up about seven - thirty every morning	brother	alt	[('brother+', 'Alt |', '*'), (['in+', 'the+', 'holidays+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f', 'ent_f']->['alt', 'ent_r']	[([1], [1]), ([13, 4, 12, 14], [4])]	contradiction
3068	my *individual* and sister get up about seven - thirty every morning	my brother and sister get up about seven-thirty every early in the morning.	brother	ent_r	[('Hyper > ', 'brother+', '*'), ('INS', ['early+', 'in+', 'the+'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([1], [1]), ([4, 11], [4, 11, 12, 13, 14])]	neutral
3068	my brother and sister get up about seven-thirty every morning.	my *individual* and sister get up about seven - thirty every early in the morning	brother	ent_f	[('brother+', ' < Hyper', '*'), ('INS', ['early+', 'in+', 'the+'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1], [1]), ([4, 11], [4, 11, 12, 13, 14])]	entailment
3068	my *somebody* and sister get up about seven - thirty every morning	my brother and sister get up about seven-thirty every early in the morning.	brother	ent_r	[('Hyper > ', 'brother+', '*'), ('INS', ['early+', 'in+', 'the+'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([1], [1]), ([4, 11], [4, 11, 12, 13, 14])]	neutral
3068	my brother and sister get up about seven-thirty every morning.	my *somebody* and sister get up about seven - thirty every early in the morning	brother	ent_f	[('brother+', ' < Hyper', '*'), ('INS', ['early+', 'in+', 'the+'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1], [1]), ([4, 11], [4, 11, 12, 13, 14])]	entailment
3068	my *relative* and sister get up about seven - thirty every morning	my brother and sister get up about seven-thirty every early in the morning.	brother	ent_r	[('Hyper > ', 'brother+', '*'), ('INS', ['early+', 'in+', 'the+'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([1], [1]), ([4, 11], [4, 11, 12, 13, 14])]	neutral
3068	my brother and sister get up about seven-thirty every morning.	my *relative* and sister get up about seven - thirty every early in the morning	brother	ent_f	[('brother+', ' < Hyper', '*'), ('INS', ['early+', 'in+', 'the+'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1], [1]), ([4, 11], [4, 11, 12, 13, 14])]	entailment
3068	my *younger brother* and sister get up about seven - thirty every morning	my brother and sister get up about seven-thirty every early in the morning.	brother	ent_f	[('Hypo < ', 'brother+', '*'), ('INS', ['early+', 'in+', 'the+'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1, 2], [1]), ([5, 12], [4, 11, 12, 13, 14])]	entailment
3068	my brother and sister get up about seven-thirty every morning.	my *younger brother* and sister get up about seven - thirty every early in the morning	brother	ent_r	[('brother+', ' > Hypo', '*'), ('INS', ['early+', 'in+', 'the+'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([1], [1, 2]), ([4, 11], [5, 12, 13, 14, 15])]	neutral
3068	my *older brother* and sister get up about seven - thirty every morning	my brother and sister get up about seven-thirty every early in the morning.	brother	ent_f	[('Hypo < ', 'brother+', '*'), ('INS', ['early+', 'in+', 'the+'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1, 2], [1]), ([5, 12], [4, 11, 12, 13, 14])]	entailment
3068	my brother and sister get up about seven-thirty every morning.	my *older brother* and sister get up about seven - thirty every early in the morning	brother	ent_r	[('brother+', ' > Hypo', '*'), ('INS', ['early+', 'in+', 'the+'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([1], [1, 2]), ([4, 11], [5, 12, 13, 14, 15])]	neutral
3068	my *sister* and sister get up about seven - thirty every morning	my brother and sister get up about seven-thirty every early in the morning.	brother	alt	[('Alt | ', 'brother+', '*'), ('INS', ['early+', 'in+', 'the+'])]	entailment	crowd:downward_monotone	True	['alt*', 'ent_r']->['alt', 'ent_f']	[([1], [1]), ([4, 11], [4, 11, 12, 13, 14])]	neutral
3068	my brother and sister get up about seven-thirty every morning.	my *sister* and sister get up about seven - thirty every early in the morning	brother	alt	[('brother+', 'Alt |', '*'), ('INS', ['early+', 'in+', 'the+'])]	entailment	crowd:downward_monotone	True	['ent_r', 'ent_r']->['alt', 'ent_f']	[([1], [1]), ([4, 11], [4, 11, 12, 13, 14])]	neutral
3068	my *mother* and sister get up about seven - thirty every morning	my brother and sister get up about seven-thirty every early in the morning.	brother	alt	[('Alt | ', 'brother+', '*'), ('INS', ['early+', 'in+', 'the+'])]	entailment	crowd:downward_monotone	True	['alt*', 'ent_r']->['alt', 'ent_f']	[([1], [1]), ([4, 11], [4, 11, 12, 13, 14])]	neutral
3068	my brother and sister get up about seven-thirty every morning.	my *mother* and sister get up about seven - thirty every early in the morning	brother	alt	[('brother+', 'Alt |', '*'), ('INS', ['early+', 'in+', 'the+'])]	entailment	crowd:downward_monotone	True	['ent_r', 'ent_r']->['alt', 'ent_f']	[([1], [1]), ([4, 11], [4, 11, 12, 13, 14])]	neutral
3078	my *family member* does n't like to watch tv	my mother doesn't like to watch journal tv.	mother	ent_r	[('Hyper > ', 'mother+', '*'), ('INS', ['journal-'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([1, 2], [1]), ([8], [8, 7])]	neutral
3078	my mother doesn't like to watch tv.	my *family member* does n't like to watch journal tv	mother	ent_f	[('mother+', ' < Hyper', '*'), ('INS', ['journal-'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1], [1, 2]), ([7], [9, 8])]	entailment
3078	my *grandmother* does n't like to watch tv	my mother doesn't like to watch journal tv.	mother	alt	[('Alt | ', 'mother+', '*'), ('INS', ['journal-'])]	entailment	crowd:downward_monotone	True	['alt*', 'ent_r']->['alt', 'ent_f']	[([1], [1]), ([7], [8, 7])]	neutral
3078	my mother doesn't like to watch tv.	my *grandmother* does n't like to watch journal tv	mother	alt	[('mother+', 'Alt |', '*'), ('INS', ['journal-'])]	entailment	crowd:downward_monotone	True	['ent_r', 'ent_r']->['alt', 'ent_f']	[([1], [1]), ([7], [8, 7])]	neutral
3078	my *father* does n't like to watch tv	my mother doesn't like to watch journal tv.	mother	alt	[('Alt | ', 'mother+', '*'), ('INS', ['journal-'])]	entailment	crowd:downward_monotone	True	['alt*', 'ent_r']->['alt', 'ent_f']	[([1], [1]), ([7], [8, 7])]	neutral
3078	my mother doesn't like to watch tv.	my *father* does n't like to watch journal tv	mother	alt	[('mother+', 'Alt |', '*'), ('INS', ['journal-'])]	entailment	crowd:downward_monotone	True	['ent_r', 'ent_r']->['alt', 'ent_f']	[([1], [1]), ([7], [8, 7])]	neutral
3079	my *family member* does n't like to watch journal tv	my mother doesn't like to watch tv.	mother	ent_r	[('Hyper > ', 'mother+', '*'), (['journal-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_r']	[([1, 2], [1]), ([9, 8], [7])]	neutral
3079	my mother doesn't like to watch journal tv.	my *family member* does n't like to watch tv	mother	ent_f	[('mother+', ' < Hyper', '*'), (['journal-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f*', 'ent_f']->['ent_f', 'ent_r']	[([1], [1, 2]), ([8, 7], [8])]	neutral
3079	my *grandmother* does n't like to watch journal tv	my mother doesn't like to watch tv.	mother	alt	[('Alt | ', 'mother+', '*'), (['journal-'], 'INS')]	neutral	crowd:downward_monotone	True	['alt*', 'ent_f']->['alt', 'ent_r']	[([1], [1]), ([8, 7], [7])]	contradiction
3079	my mother doesn't like to watch journal tv.	my *grandmother* does n't like to watch tv	mother	alt	[('mother+', 'Alt |', '*'), (['journal-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f', 'ent_f']->['alt', 'ent_r']	[([1], [1]), ([8, 7], [7])]	contradiction
3079	my *father* does n't like to watch journal tv	my mother doesn't like to watch tv.	mother	alt	[('Alt | ', 'mother+', '*'), (['journal-'], 'INS')]	neutral	crowd:downward_monotone	True	['alt*', 'ent_f']->['alt', 'ent_r']	[([1], [1]), ([8, 7], [7])]	contradiction
3079	my mother doesn't like to watch journal tv.	my *father* does n't like to watch tv	mother	alt	[('mother+', 'Alt |', '*'), (['journal-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f', 'ent_f']->['alt', 'ent_r']	[([1], [1]), ([8, 7], [7])]	contradiction
3080	we play *sports* every saturday	we play football in the morning every saturday.	football	ent_r	[('Hyper > ', 'football+', '*'), ('INS', ['in+', 'the+', 'morning+'])]	neutral	crowd:upward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_r']	[([2], [2]), ([1], [1, 3, 4, 5])]	neutral
3080	we play football every saturday.	we play *sports* in the morning every saturday	football	ent_f	[('football+', ' < Hyper', '*'), ('INS', ['in+', 'the+', 'morning+'])]	neutral	crowd:upward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_r']	[([2], [2]), ([1], [1, 3, 4, 5])]	neutral
3080	we play *basketball* every saturday	we play football in the morning every saturday.	football	alt	[('Alt | ', 'football+', '*'), ('INS', ['in+', 'the+', 'morning+'])]	neutral	crowd:upward_monotone	True	['alt*', 'ent_r']->['alt', 'ent_r']	[([2], [2]), ([1], [1, 3, 4, 5])]	contradiction
3080	we play football every saturday.	we play *basketball* in the morning every saturday	football	alt	[('football+', 'Alt |', '*'), ('INS', ['in+', 'the+', 'morning+'])]	neutral	crowd:upward_monotone	True	['ent_r', 'ent_r']->['alt', 'ent_r']	[([2], [2]), ([1], [1, 3, 4, 5])]	contradiction
3081	we play *sports* in the morning every saturday	we play football every saturday.	football	ent_r	[('Hyper > ', 'football+', '*'), (['in+', 'the+', 'morning+'], 'INS')]	entailment	crowd:upward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_f']	[([2], [2]), ([1, 3, 4, 5], [1])]	neutral
3081	we play football in the morning every saturday.	we play *sports* every saturday	football	ent_f	[('football+', ' < Hyper', '*'), (['in+', 'the+', 'morning+'], 'INS')]	entailment	crowd:upward_monotone	True	['ent_f*', 'ent_f']->['ent_f', 'ent_f']	[([2], [2]), ([1, 3, 4, 5], [1])]	entailment
3081	we play *basketball* in the morning every saturday	we play football every saturday.	football	alt	[('Alt | ', 'football+', '*'), (['in+', 'the+', 'morning+'], 'INS')]	entailment	crowd:upward_monotone	True	['alt*', 'ent_f']->['alt', 'ent_f']	[([2], [2]), ([1, 3, 4, 5], [1])]	neutral
3081	we play football in the morning every saturday.	we play *basketball* every saturday	football	alt	[('football+', 'Alt |', '*'), (['in+', 'the+', 'morning+'], 'INS')]	entailment	crowd:upward_monotone	True	['ent_f', 'ent_f']->['alt', 'ent_f']	[([2], [2]), ([1, 3, 4, 5], [1])]	neutral
3082	we play *sports* at night every saturday	we play football every saturday.	football	ent_r	[('Hyper > ', 'football+', '*'), (['at+', 'night+'], 'INS')]	entailment	crowd:upward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_f']	[([2], [2]), ([1, 3, 4], [1])]	neutral
3082	we play football at night every saturday.	we play *sports* every saturday	football	ent_f	[('football+', ' < Hyper', '*'), (['at+', 'night+'], 'INS')]	entailment	crowd:upward_monotone	True	['ent_f*', 'ent_f']->['ent_f', 'ent_f']	[([2], [2]), ([1, 3, 4], [1])]	entailment
3082	we play *basketball* at night every saturday	we play football every saturday.	football	alt	[('Alt | ', 'football+', '*'), (['at+', 'night+'], 'INS')]	entailment	crowd:upward_monotone	True	['alt*', 'ent_f']->['alt', 'ent_f']	[([2], [2]), ([1, 3, 4], [1])]	neutral
3082	we play football at night every saturday.	we play *basketball* every saturday	football	alt	[('football+', 'Alt |', '*'), (['at+', 'night+'], 'INS')]	entailment	crowd:upward_monotone	True	['ent_f', 'ent_f']->['alt', 'ent_f']	[([2], [2]), ([1, 3, 4], [1])]	neutral
3083	we play *sports* every saturday	we play football at night every saturday.	football	ent_r	[('Hyper > ', 'football+', '*'), ('INS', ['at+', 'night+'])]	neutral	crowd:upward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_r']	[([2], [2]), ([1], [1, 3, 4])]	neutral
3083	we play football every saturday.	we play *sports* at night every saturday	football	ent_f	[('football+', ' < Hyper', '*'), ('INS', ['at+', 'night+'])]	neutral	crowd:upward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_r']	[([2], [2]), ([1], [1, 3, 4])]	neutral
3083	we play *basketball* every saturday	we play football at night every saturday.	football	alt	[('Alt | ', 'football+', '*'), ('INS', ['at+', 'night+'])]	neutral	crowd:upward_monotone	True	['alt*', 'ent_r']->['alt', 'ent_r']	[([2], [2]), ([1], [1, 3, 4])]	contradiction
3083	we play football every saturday.	we play *basketball* at night every saturday	football	alt	[('football+', 'Alt |', '*'), ('INS', ['at+', 'night+'])]	neutral	crowd:upward_monotone	True	['ent_r', 'ent_r']->['alt', 'ent_r']	[([2], [2]), ([1], [1, 3, 4])]	contradiction
3084	we play *sports* every saturday in spring	we play football every saturday.	football	ent_r	[('Hyper > ', 'football+', '*'), (['in-', 'spring-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_r']	[([2], [2]), ([1, 5, 6], [1])]	neutral
3084	we play football every saturday in spring.	we play *sports* every saturday	football	ent_f	[('football+', ' < Hyper', '*'), (['in-', 'spring-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f*', 'ent_f']->['ent_f', 'ent_r']	[([2], [2]), ([1, 5, 6], [1])]	neutral
3084	we play *basketball* every saturday in spring	we play football every saturday.	football	alt	[('Alt | ', 'football+', '*'), (['in-', 'spring-'], 'INS')]	neutral	crowd:downward_monotone	True	['alt*', 'ent_f']->['alt', 'ent_r']	[([2], [2]), ([1, 5, 6], [1])]	contradiction
3084	we play football every saturday in spring.	we play *basketball* every saturday	football	alt	[('football+', 'Alt |', '*'), (['in-', 'spring-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f', 'ent_f']->['alt', 'ent_r']	[([2], [2]), ([1, 5, 6], [1])]	contradiction
3085	we play *sports* every saturday	we play football every saturday in spring.	football	ent_r	[('Hyper > ', 'football+', '*'), ('INS', ['in-', 'spring-'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([2], [2]), ([1], [1, 5, 6])]	neutral
3085	we play football every saturday.	we play *sports* every saturday in spring	football	ent_f	[('football+', ' < Hyper', '*'), ('INS', ['in-', 'spring-'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([2], [2]), ([1], [1, 5, 6])]	entailment
3085	we play *basketball* every saturday	we play football every saturday in spring.	football	alt	[('Alt | ', 'football+', '*'), ('INS', ['in-', 'spring-'])]	entailment	crowd:downward_monotone	True	['alt*', 'ent_r']->['alt', 'ent_f']	[([2], [2]), ([1], [1, 5, 6])]	neutral
